Synonym,Root Canonical Name
Monilia digitata,Penicillium digitatum
Hormodendrum elatum,Ochrocladosporium elatum
Cladosporium elatum,Ochrocladosporium elatum
Nesolechia lesdainii,Unguiculariopsis lesdainii
Agaricus sudorus,Mycena sudora
Omphalia galericolor,Omphalina galericolor var. galericolor
Didymaria ungeri,Ramularia didyma
Fusisporium didymum,Ramularia didyma
Ramularia ranunculi,Ramularia didyma
Septocylindrium ranunculi,Ramularia didyma
Didymaria didyma,Ramularia didyma
Ramularia calthae,Ramularia didyma
Cylindrocarpon didymum,Ramularia didyma
Helotium aeruginascens,Chlorociboria aeruginascens
Helvella aeruginosa,Chlorociboria aeruginascens
Chlorosplenium aeruginosum,Chlorociboria aeruginascens
Peziza aeruginascens,Chlorociboria aeruginascens
Chlorosplenium aeruginascens,Chlorociboria aeruginascens
Platygloea vestita,Helicogloea vestita
Achroomyces vestitus,Helicogloea vestita
Heliscus stellatus,Heliscella stellata
Clavatospora stellata,Heliscella stellata
Tulasnella intrusa,Tulasnella albida
Dimeriella lichenicola,Wentiomyces lichenicola
Agaricus sepiarius,Gloeophyllum sepiarium
Agaricus boletiformis,Gloeophyllum sepiarium
Daedalea sepiaria,Gloeophyllum sepiarium
Lenzites sepiarius,Gloeophyllum sepiarium
Scorpiosporium chaetocladium,Tricladium chaetocladium
Rutstroemia americana,Ciboria americana
Cortinarius pseudoaleuriosmus,Cortinarius osmophorus
Cortinarius evosmus,Cortinarius osmophorus
Hygrocybe flavescens,Hygrocybe chlorophana
Agaricus chlorophanus,Hygrocybe chlorophana
Hygrophorus chlorophanus,Hygrocybe chlorophana
Hygrocybe chlorophana var. chlorophana,Hygrocybe chlorophana
Hygrocybe chlorophana var. aurantiaca,Hygrocybe chlorophana
Hygrocybe euroflavescens,Hygrocybe chlorophana
Hygrophorus euroflavescens,Hygrocybe chlorophana
Cristinia mucida,Cristinia eichleri
Radulum mucidum,Cristinia eichleri
Radulum eichleri,Cristinia eichleri
Radulum gallicum,Cristinia eichleri
Cristinia gallica,Cristinia eichleri
Dichomera cf. saubinetii,Dichomera
Dibeloniella cf. citrinella,Dibeloniella
Aecidium cf. behenis var. degeneratum,Aecidium
Aecidium cf. melampyri,Aecidium
Aecidium cf. urticae,Aecidium
Phoma petiolorum,Phomopsis petiolorum
Phoma pseudacaciae,Phomopsis petiolorum
Phomopsis pseudacaciae,Phomopsis petiolorum
Collybia pillodii,Pseudobaeospora pillodii
Agaricus terrigenus,Inocybe terrigena
Agaricus gummosus,Pholiota gummosa
Agaricus ochrochlorus,Pholiota gummosa
Flammula gummosa,Pholiota gummosa
Agaricus cookei,Pholiota gummosa
Flammula ochrochlora,Pholiota gummosa
Dryophila gummosa,Pholiota gummosa
Pholiota cookei,Pholiota gummosa
Pholiota ochrochlora,Pholiota gummosa
Polyporus micans,Poria micans
Amanita malleata,Amanita simulans
Galactinia moravecii,Peziza moravecii
Hiatula lycoperdoides,Schulzeria lycoperdoides
Agaricus peltigerinus,Arrhenia peltigerina
Omphalina cupulatoides,Arrhenia peltigerina
Omphalina peltigerina,Arrhenia peltigerina
Agaricus pronus,Psathyrella prona
Psathyrella prona f. prona,Psathyrella prona
Psathyrella prona var. prona,Psathyrella prona
Psathyra prona,Psathyrella prona
Psathyra subatomata,Psathyrella prona
Psathyrella subatomata,Psathyrella prona
Rhizidiomycopsis,Rhizidiomyces
Corticium hypnophilum,Erythricium hypnophilum
Biatora holomelaena,Catillaria lenticularis
Biatorina holomelaena,Scoliciosporum umbrinum
Biatorina lenticularis var. erubescens,Catillaria lenticularis
Lecidea gagei,Herteliana gagei
Lecidea lenticularis,Catillaria lenticularis
Biatorina lenticularis,Catillaria lenticularis
Biatorina lenticularis f. erubescens,Catillaria lenticularis
Biatorina lenticularis f. nigricans,Catillaria lenticularis
Lecanora actaea,Catillaria lenticularis
Lecidea umbrinella,Catillaria lenticularis
Arthonia lilliei,Catillaria lenticularis
Lecania actaea,Catillaria lenticularis
Biatorina dolosa,Catillaria lenticularis
Lichen uliginosus,Placynthiella uliginosa
Verrucaria humosa,Placynthiella uliginosa
Lecidea uliginosa,Placynthiella icmalea
Lecidea humosa,Placynthiella uliginosa
Biatora uliginosa,Placynthiella uliginosa
Saccomorpha uliginosa,Placynthiella uliginosa
Sordaria squamulosa,Schizothecium squamulosum
Ramularia angelicae,Ramularia archangelicae
Athelia septentrionalis,Leptosporomyces septentrionalis
Fibulomyces septentrionalis,Leptosporomyces septentrionalis
Fusarium ventricosum,Rectifusarium ventricosum
Micromycopsis mirabilis,Micromyces mirabilis
Leptosphaeria palustris,Massariosphaeria palustris
Peziza bryophila,Hymenoscyphus bryophilus
Helotium bryophilum,Hymenoscyphus bryophilus
Peziza equiseti,Stamnaria persoonii
Lycoperdon equiseti,Stamnaria persoonii
Peziza persoonii,Stamnaria persoonii
Stamnaria equiseti,Stamnaria persoonii
Clavaria acuminata,Ceratellopsis sagittiformis
Pterula acuminata,Ceratellopsis sagittiformis
Pistillaria acuminata,Ceratellopsis sagittiformis
Ceratella acuminata,Ceratellopsis sagittiformis
Mycena tortuosa,Hemimycena tortuosa
Scyphophorus sparassus,Cladonia squamosa
Phacidium terrestre var. humigenum,Podophacidium xanthomelum
Peziza xanthomela,Podophacidium xanthomelum
Podophacidium terrestre,Podophacidium xanthomelum
Humaria xanthomela,Podophacidium xanthomelum
Phacidium humigenum,Podophacidium xanthomelum
Phacidium terrestre,Podophacidium xanthomelum
Melachroia terrestris,Podophacidium xanthomelum
Melachroia xanthomela,Podophacidium xanthomelum
Abrothallus parmeliarum f. prodiens,Abrothallus prodiens
Lichen comosus,Usnea wasmuthii
Usnea plicata var. comosa,Usnea wasmuthii
Usnea comosa,Usnea dasopoga
Usnea hirta f. hirsutula,Usnea wasmuthii
Usnea subfloridana var. subfloridana,Usnea wasmuthii
Usnea comosa subsp. sordidula,Usnea wasmuthii
Usnea comosa var. similis,Usnea wasmuthii
Usnea comosa subsp. melanopoda,Usnea wasmuthii
Usnea comosa var. sordidula,Usnea wasmuthii
Usnea comosa subsp. similis,Usnea wasmuthii
Usnea subfloridana var. melanopoda,Usnea wasmuthii
Agaricus myosurus,Baeospora myosura
Collybia myosura,Baeospora myosura
Marasmius myosurus,Baeospora myosura
Collybia friesii,Baeospora myosura
Marasmius friesii,Baeospora myosura
Bulgaria sarcoides,Ascocoryne sarcoides
Lichen sarcoides,Ascocoryne sarcoides
Helvella sarcoides,Ascocoryne sarcoides
Tremella sarcoides,Ascocoryne sarcoides
Acrospermum dubium,Ascocoryne sarcoides
Tremella dubia,Ascocoryne sarcoides
Coryne dubia,Ascocoryne sarcoides
Coryne sarcoides,Ascocoryne sarcoides
Ombrophila sarcoides,Ascocoryne sarcoides
Scleroderris majuscula,Ascocoryne sarcoides
Pirobasidium sarcoides,Ascocoryne sarcoides
Collybia alkalivirens,Gymnopus alkalivirens
Agaricus fuscopurpureus,Gymnopus fuscopurpureus
Marasmius fuscopurpureus,Gymnopus fagiphilus
Collybia fuscopurpurea,Gymnopus fagiphilus
Collybia obscura,Gymnopus fuscopurpureus
Leptogidium,Polychidium
Agaricus ozes,Tephrocybe ozes
Collybia ozes,Tephrocybe ozes
Lyophyllum ozes,Tephrocybe ozes
Lindnera,Cyberlindnera
Fusarium cinctum,Myrothecium cinctum
Phomopsis corni,Diaporthe corni
Elaphomyces cf. asperulus,Elaphomyces
Elaphomyces cf. granulatus,Elaphomyces
Lepiota cf. bresadolae,Leucoagaricus
Lepiota felina f. robusta,Leucoagaricus
Leucoagaricus cf. georginae,Leucoagaricus
Leucoagaricus cf. griseodiscus,Leucoagaricus
Leucoagaricus cf. hortensis,Leucoagaricus
Leucoagaricus cf. leucothites,Leucoagaricus
Leucoagaricus cf. melanotrichus,Leucoagaricus
Leucoagaricus cf. meleagris,Leucoagaricus
Leucoagaricus cf. pilatianus,Leucoagaricus
Leucoagaricus cf. serenus,Leucoagaricus
Leucoagaricus cf. sericeus,Leucoagaricus
Leucoagaricus cf. sericifer,Leucoagaricus
Leucoagaricus cf. subcretaceus,Leucoagaricus
Leucoagaricus cf. sublittoralis,Leucoagaricus
Leucoagaricus cf. tener,Leucoagaricus
Sericeomyces,Leucoagaricus
Sporidesmium flexum,Clasterosporium flexum
Peziza aspidii,Incrupila aspidii
Agaricus sparteus,Conocybe rickeniana
Mucor dendroides,Hypomyces rosellus
Sphaeria rosella,Hypomyces rosellus
Dactylium dendroides,Hypomyces rosellus
Nectria albertinii,Hypomyces rosellus
Cladobotryum dendroides,Hypomyces rosellus
Mycena dissimulabilis,Mycena megaspora
Mycena uracea,Mycena megaspora
Peridermium,Endocronartium
Aecidium bunii,Puccinia pimpinellae
Uredo bistortae,Puccinia bistortae
Uredo polygoni var. bistortae,Puccinia bistortae
Puccinia polygoni var. bistortae,Puccinia bistortae
Puccinia polygoni-vivipari,Puccinia bistortae
Puccinia conopodii-bistortae,Puccinia bistortae
Puccinia cari-bistortae,Puccinia bistortae
Puccinia angelicae-bistortae,Puccinia bistortae
Placidium pilosellum,Catapyrenium pilosellum
Inocybe microspora,Inocybe glabripes
Inocybe parvispora,Inocybe glabripes
Pestalotia truncata,Truncatella truncata
Penicillium stipitatum,Talaromyces stipitatus
Penicillium emmonsii,Talaromyces stipitatus
Ovularia gei,Ramularia gei
Sphaeria obturata,Topospora obturata
Clinterium obturatum,Topospora obturata
Sphaeropsis allostoma,Phoma allostoma
Agrocybe firma var. attenuata,Agrocybe attenuata
Chaetomium fieberi var. rufipilum,Chaetomium chlorinum var. rufipilum
Acolium,Cyphelium
Stictis cf. elongatispora,Stictis
Stictis cf. friabilis,Stictis
Stictis cf. luzulae subsp. junci,Stictis
Stictis cf. monilifera,Stictis
Stictis cf. radiata,Stictis
Stictis cf. stellata,Stictis
Schmitzomia,Stictis
Sphaeria umbrina,Nectria umbrina
Asteroma veronicae,Asterina veronicae
Capnodium sphaericum,Asterina veronicae
Dothidea veronicae,Asterina veronicae
Asterostomella veronicae,Asterina veronicae
Dimerosporium veronicae,Asterina veronicae
Dactylella parvicollis,Dactylellina parvicolle
Monacrosporium parvicolle,Dactylellina parvicolle
Caloplaca suaedae,Haloplaca suaedae
Gnomonia depressula,Sydowiella depressula
Lepiota seminuda var. lilacina,Cystolepiota bucknallii
Agaricus bucknallii,Cystolepiota bucknallii
Lepiota bucknallii,Cystolepiota bucknallii
Lepiota seminuda subsp. lilacina,Cystolepiota bucknallii
Lepiota lilacina,Cystolepiota bucknallii
Cystoderma bucknallii,Cystolepiota bucknallii
Phoma granati,Coniella granati
Sphaeria leightonii,Gnomonia leightonii
Sphaerella leightonii,Gnomonia leightonii
Sphaerulina leightonii,Gnomonia leightonii
Sphaeria lugubris,Anthostomella lugubris
Marssonia panattoniana,Microdochium panattonianum
Marssonina panattoniana,Microdochium panattonianum
Ascochyta suberosa,Microdochium panattonianum
Pyxidiophora cf. schotteriana,Pyxidiophora
Mycorhynchus,Pyxidiophora
Puccinia penicillariae,Puccinia substriata var. penicillariae
Aspicilia cyanocarpa,Hymenelia cyanocarpa
Ionaspis cyanocarpa,Hymenelia cyanocarpa
Lecanora cyanocarpa,Hymenelia cyanocarpa
Torula humicola,Cryptococcus humicola
Cyphellopsis maxima,Maireina maxima
Solenia maxima,Maireina maxima
Sporidesmium spilomeum,Bactrodesmium spilomeum
Hysterium sphaerioides var. rhododendri,Lophomerum rhododendri
Lophodermium rhododendri,Lophomerum rhododendri
Lecidea glaucolepidea,Trapeliopsis glaucolepidea
Psora glaucolepidea,Trapeliopsis glaucolepidea
Myxosporium musae,Colletotrichum musae
Polyporus brumalis var. ciliatus,Polyporus ciliatus
Boletus substrictus,Polyporus ciliatus
Polyporus lepideus,Polyporus ciliatus
Lentinus ciliatus,Polyporus ciliatus
Lentinus substrictus,Polyporus ciliatus
Caloplaca britannica,Haloplaca britannica
Alphitomorpha trifoliorum,Erysiphe trifoliorum
Uredo betae,Uromyces beticola
Uredo beticola,Uromyces beticola
Uromyces betae,Uromyces beticola
Trichobasis betae,Uromyces beticola
Verrucaria sudetica,Porina sudetica
Mucor serpula,Hemitrichia serpula
Inocybe lacera f. gracilis,Inocybe lacera var. helobia
Segestria,Porina
Sphaeromphale,Porina
Segestrella,Porina
Sagedia,Porina
Clathroporina,Porina
Pseudosagedia,Porina
Phyllophiale,Porina
Zamenhofia,Porina
Polyactis galanthina,Botrytis galanthina
Calicium eusporum,Stenocybe septata
Stenocybe euspora,Stenocybe septata
Stenocybe major,Stenocybe septata
Sphinctrina septata,Stenocybe septata
Calicium trajectum,Stenocybe septata
Stenocybe trajecta,Stenocybe septata
Calicium septatum,Stenocybe septata
Lachnella morlichensis,Cephaloscypha mairei
Cyphella mairei,Cephaloscypha mairei
Flagelloscypha morlichensis,Cephaloscypha mairei
Lachnella mairei,Cephaloscypha mairei
Cephaloscypha morlichensis,Cephaloscypha mairei
Flagelloscypha mairei,Cephaloscypha mairei
Agaricus bullaceus,Psilocybe subviscida var. velata
Pellicularia botryosum,Botryobasidium vagum
Corticium vagum,Thanatephorus cucumeris
Corticium botryosum,Botryobasidium vagum
Pellicularia vaga,Botryobasidium vagum
Botryobasidium botryosum,Botryobasidium vagum
Stropharia aurantiaca,Stropholoma aurantiacum
Agaricus ceres,Leratiomyces ceres
Clavaria viscosa,Calocera viscosa
Calocera flammea,Calocera viscosa
Calocera cavarae,Calocera viscosa
Calocera viscosa var. cavarae,Calocera viscosa
Myriococcum albomyces,Melanocarpus albomyces
Agaricus agathosmus,Hygrophorus agathosmus
Agaricus cerasinus,Hygrophorus agathosmus
Hygrophorus cerasinus,Hygrophorus agathosmus
Hygrophorus agathosmus f. aureofloccosus,Hygrophorus agathosmus
Hygrophorus agathosmus var. aureofloccosus,Hygrophorus agathosmus
Cylindrophora aranearum,Torrubiella albolanata
Raphiospora atrosanguinea var. biatorina,Bacidia biatorina
Acanthellorhiza,Heteroacanthella
Perichaena flavida,Oligonema flavidum
Hysterium versicolor,Lophodermium versicolor
Agaricus integrellus,Delicatula integrella
Mycena integrella,Delicatula integrella
Omphalia integrella,Delicatula integrella
Omphalia cuspidata,Delicatula integrella
Delicatula bagnolensis,Delicatula integrella
Delicatula cuspidata,Delicatula integrella
Cercosporella pastinacae,Pseudocercosporella pastinacae
Sphaeria annulata,Annulohypoxylon annulatum
Sphaeria marginata,Biscogniauxia marginata
Hypoxylon annulatum,Annulohypoxylon annulatum
Omphalia pseudopicta,Mycena pseudopicta
Uredo scorzonerae,Puccinia scorzonerae
Puccinia scorzonericola,Puccinia scorzonerae
Mucor hiemalis f. corticola,Mucor corticola
Caeoma oblongatum,Puccinia luzulae
Uredo oblongata,Puccinia luzulae
Trichobasis oblongata,Puccinia luzulae
Puccinia oblongata,Puccinia luzulae
Mycena phaeophylla,Marasmiellus phaeophyllus
Cortinarius mucifluus,Cortinarius trivialis
Myxacium collinitum var. repandum,Cortinarius trivialis
Cortinarius collinitus var. trivialis,Cortinarius trivialis
Campsotrichum,Myxotrichum
Polyporus undosus,Postia undosa
Agrocybe cf. erebia,Agrocybe
Agrocybe cf. gibberosa,Agrocybe
Agrocybe cf. molesta,Agrocybe
Agrocybe cf. paludosa,Agrocybe
Agrocybe cf. pediades,Agrocybe
Agrocybe cf. praecox,Agrocybe
Agrocybe cf. vervacti,Agrocybe
Togaria,Agrocybe
Bulla,Agrocybe
Cyclocybe,Agrocybe
Septoria visci,Rhabdospora visci
Agyrium albescens,Scoliciosporum pruinosum
Bacidia pruinosa,Scoliciosporum pruinosum
Agaricus temperatus,Volvaria temperata
Sporormia minima,Sporormiella minima
Sporidesmium achromaticum,Refractohilum achromaticum
Heterodeaceae,Cladoniaceae
Depazea meliloti,Stagonospora meliloti
Taphrophila cf. argyllensis,Taphrophila
Psalliota porphyrea,Agaricus porphyrocephalus
Agaricus inquilinus,Psilocybe inquilina
Naucoria inquilina,Psilocybe inquilina
Tubaria inquilina,Psilocybe inquilina
Deconica inquilina,Psilocybe inquilina
Deconica muscorum,Psilocybe inquilina
Psilocybe muscorum,Psilocybe inquilina
Hebeloma lutense,Hebeloma cavipes
Hygrophorus citrinus,Hygrocybe ceracea
Humaria fimeti,Peziza fimeti
Peziza bovina,Peziza fimeti
Humaria bovina,Peziza fimeti
Aleuria bovina,Peziza fimeti
Sphaeria chlorospora,Venturia chlorospora
Melanomma dubium,Ceratostomella dubia
Odontotrema pini,Cryptodiscus pini
Paschelkiella pini,Cryptodiscus pini
Ascophanus tityri,Unguiculella tityri
Corticium glaucinum,Athelopsis glaucina
Athelia glaucina,Athelopsis glaucina
Peltidea polydactyla,Peltigera hymenina
Peltigera lactucifolia,Peltigera hymenina
Peltigera polydactyla,Peltigera neckeri
Peltigera polydactylon,Peltigera neckeri
Peltidea hymenina,Peltigera hymenina
Peltigera polydactylon var. hymenina,Peltigera hymenina
Peltigera polydactylon f. hymenia,Peltigera hymenina
Peltigera polydactylon var. crassoides,Peltigera hymenina
Monospora bicuspidata,Metschnikowia bicuspidata
Clavaria obtusa,Typhula quisquiliaris
Clavaria quisquiliaris,Typhula quisquiliaris
Pistillaria quisquiliaris,Typhula quisquiliaris
Sclerotium medullare,Typhula quisquiliaris
Pistillaria puberula,Typhula quisquiliaris
Stilbum acicula,Pachnocybe acicula
Hebeloma velutipes,Hebeloma leucosarx
Coprinus laanii,Coprinopsis laanii
Peziza lecanora,Propolis lecanora
Cercospora odontoglossi,Pseudocercospora odontoglossi
Boubovia ovalispora,Humaria ovalispora
Pulvinula ovalispora,Humaria ovalispora
Chytridium sphacelarum,Anisolpidium sphacelarum
Helotium eburneum,Pachydisca eburnea
Coleroa sacchari,Dimeriella sacchari
Schizoxylon idaei,Karstenia idaei
Thelephora violaceolivida,Peniophora violaceolivida
Corticium violaceolividum,Peniophora violaceolivida
Peniophora nuda subsp. violaceolivida,Peniophora violaceolivida
Boletus fomentarius,Fomes fomentarius
Polyporus fomentarius,Fomes fomentarius
Actinodothidopsis nitida,Venturia nitida
Sphaeria infernalis,Enchnoa infernalis
Sphaeria glis,Enchnoa infernalis
Ramaria flavobrunnescens,Ramaria aurea
Clavaria aurea,Ramaria aurea
Calosphaeria vibratilis,Togninia vibratilis
Pleurostoma vibratile,Togninia vibratilis
Haplocarpon nadvornikianum,Porpidia nadvornikiana
Helminthosporium poae,Drechslera poae
Helminthosporium vagans,Drechslera poae
Alectoria capillaris f. fuscidula,Bryoria capillaris
Alectoria implexa,Bryoria implexa
Alectoria jubata var. cana,Bryoria capillaris
Alectoria cana,Bryoria capillaris
Alectoria capillaris,Bryoria capillaris
Alectoria implexa var. cana,Bryoria capillaris
Bryopogon capillaris,Bryoria capillaris
Leptogium byssinum,Epiphloea byssina
Lichen cretaceus,Scytinium biatorinum
Leptogium cretaceum,Scytinium biatorinum
Collema biatorinum,Scytinium biatorinum
Leptogium pusillum,Scytinium biatorinum
Leptogium biatorinum,Scytinium biatorinum
Pholiota minima,Galerina minima
Cryptodiscus rhopaloides,Karstenia rhopaloides
Calloria vinosa,Orbilia vinosa
Peziza vinosa,Orbilia vinosa
Orbilia scotica,Orbilia vinosa
Agaricus subtortus,Cortinarius subtortus
Baeomyces cenoteus,Cladonia cenotea
Lycoperdon perlatum var. nigrescens,Lycoperdon nigrescens
Lycoperdon perlatum � nigrescens,Lycoperdon nigrescens
Lycoperdon foetidum,Lycoperdon nigrescens
Collybia hariolorum,Gymnopus hariolorum
Marasmius hariolorum,Gymnopus hariolorum
Agaricus confluens,Lentinellus cochleatus
Agaricus ingratus,Gymnopus confluens
Agaricus archyropus,Gymnopus confluens
Marasmius archyropus,Gymnopus confluens
Collybia confluens,Gymnopus confluens
Collybia confluens var. confluens,Gymnopus confluens
Collybia ingrata,Gymnopus confluens
Marasmius confluens,Gymnopus confluens
Hypoxylon cf. coccineum,Hypoxylon
Hypoxylon cf. investiens,Hypoxylon
Hypoxylon cf. macrosporum,Hypoxylon
Hypoxylon cf. multiforme,Hypoxylon
Hypoxylon cf. perforatum,Hypoxylon
Hypoxylon cf. petriniae,Hypoxylon
Hypoxylon cf. subticinense,Hypoxylon
Hypoxylon fuscum agg.,Hypoxylon
Ceratostoma vitis,Arxiomyces vitis
Ceratostoma graphioides,Arxiomyces vitis
Phaeostoma vitis,Arxiomyces vitis
